PROJECTNAME,TRIP_CODE,SAMPLEDEPTH_M,SAMPLEDATELOCAL,SALINITY_PSU,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOLL,SILICATE_FLAG,NITRATE_UMOLL,NITRATE_FLAG,PHOSPHATE_UMOLL,PHOSPHATE_FLAG,AMMONIUM_UMOLL,AMMONIUM_FLAG,NITRITE_UMOLL,NITRITE_FLAG,NUTRIENT_COMMENTS,DIC_UMOLKG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOLKG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOLL,OXYGEN_FLAG,OXYGEN_COMMENTS,MICROBIOMESAMPLE_ID
NRS,MAI20210215,40,2021-02-16 10:30:00,35.467,1,,1.6,1,3.2,1,0.33,1,0.08,1,0.32,1,,,9,,,9,,223.6,1,,
NRS,NSI20200817,30,2020-08-18 10:54:00,35.581,1,,,0,,0,,0,,0,,0,,2028.43,1,,2332.86,1,WOCE - average of duplicates,,9,,
NRS,KAI20181204,50,2018-12-04 16:00:00,35.854,1,,,0,,0,,0,,0,,0,,2106.56,1,,2360.33,1,,,9,,
NRS,YON20190528,0,2019-05-28 12:10:00,35.085,1,,,0,,0,,0,,0,,0,,1977.12,1,,2279.63,1,,,9,,http://hdl.handle.net/102.100.100/139845
NRS,YON20181123,10,2018-11-23 11:13:00,35.481,1,,,0,,0,,0,,0,,0,,1997.79,1,,2318.51,1,,,9,,
NRS,PHB20190827,50,2019-08-27 09:59:00,35.589,1,,1.2,1,2.9,1,0.37,1,1.7,1,0.31,1,,,9,,,9,,,9,,
NRS,PHB20190923,60,2019-09-23 09:58:00,35.384,1,,3.8,1,9.7,1,0.72,1,0,6,0.15,1,,2116.7,1,,2324.28,1,WOCE - average of duplicates,,9,,
NRS,ROT20181130,20,2018-11-30 10:40:00,35.787,1,,0.7,1,0,6,0.06,1,0.05,1,0,6,,2070.02,1,,2354.86,1,,242.4,1,,
NRS,KAI20200527,75,2020-05-28 09:35:00,,9,No salinity box; no samples (freight delays due to COVID19),0.3,1,0.2,1,0.09,1,0,6,0.14,1,,2103.73,1,,2363.67,1,WOCE - average of duplicates,,9,,
NRS,ROT20190221,10,2019-02-21 11:36:00,36.037,1,,,0,,0,,0,,0,,0,,,9,,,9,,229.6,1,,
NRS,ROT20190507,0,2019-05-07 10:35:00,35.682,1,,,0,,0,,0,,0,,0,,2055.66,1,,2343.25,1,,210.1,1,,http://hdl.handle.net/102.100.100/139818
NRS,DAR20200922_0030,21,2020-09-22 10:00:00,35.714,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20190711,40,2019-07-11 10:05:00,35.421,1,,2.7,1,0.4,1,0.1,1,0.19,1,0.11,1,,2036.96,1,,2327.57,1,,221.4,1,,
NRS,PHB20210310,20,2021-03-11 09:36:00,35.443,1,,1.7,1,1.6,1,0.23,1,0.19,1,0.22,1,,,9,,,9,,,9,,
Coastal Stations,BPR20201203,2,2020-12-03 11:30:00,,9,,1.2,1,0,6,0.25,1,0.36,1,0,6,,,9,,,9,,,9,,
Coastal Stations,BPR20210114,2,2021-01-14 11:30:00,,9,,3.2,1,0.3,1,0.18,1,1.24,1,0.22,1,,,9,,,9,,,9,,
Coastal Stations,BAI20210128,2,2021-01-28 01:44:00,,9,,0.7,1,0.4,1,0.185,1,0.68,1,0,6,,,9,,,9,,,9,,
NRS,YON20210513,10,2021-05-13 11:11:00,,0,,1.3,1,0,6,0.05,1,0,6,0,6,,,9,,,9,,,9,,
NRS,YON20210606,0,2021-06-06 13:16:00,35.064,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20110329,40,2011-03-30 09:48:00,35.583,1,,,0,,0,,0,,0,,0,,2059.75,1,,2332.27,1,WOCE - average of duplicates,,9,,
NRS,KAI20091007,20,2009-10-07 16:45:00,35.832,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,NSI20120620,10,2012-06-20 10:35:00,35.389,1,,,0,,0,,0,,0,,0,,2002.23,1,,2317.3,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/27180
NRS,NSI20121017,0,2012-10-17 11:15:00,35.518,1,,,0,,0,,0,,0,,0,,2022.97,1,,2325.67,1,,,9,,http://hdl.handle.net/102.100.100/27203
NRS,MAI20130129,60,2013-01-30 11:19:00,35.145,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20121120,75,2012-11-20 23:33:00,35.347,1,,,0,,0,,0,,0,,0,,2116.02,1,,2318.78,1,,,9,,http://hdl.handle.net/102.100.100/27406
NRS,ROT20120523,30,2012-05-23 12:37:00,35.264,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ESP20110512,20,2011-05-12 10:25:00,35.567,1,,,9,0.1,1,0.11,1,,0,,9,,2031.23,1,,2327.99,1,,1.8,1,,
NRS,MAI20100722,30,2010-07-22 11:25:00,35.219,1,,0.7,1,3.4,1,0.29,1,0.07,1,,9,,2094.04,1,,2311.84,1,,,9,,
NRS,PHB20090623,25,2009-06-24 11:04:00,35.612,1,,1.4,1,3.9,1,0.33,1,0.08,1,,9,,,9,,,9,,,9,,
NRS,MAI20100722,75,2010-07-22 11:25:00,35.223,1,,,0,,0,,0,,0,,0,,2096.36,1,,2318.96,1,,,9,,
NRS,PHB20111018,60,2011-10-19 09:46:00,35.315,1,,,0,,0,,0,,0,,0,,2115.7,1,,2319.76,1,,,9,,
NRS,NSI20110412,10,2011-04-13 09:40:00,35.298,1,,,0,,0,,0,,0,,0,,1977.99,1,,2313.33,1,,,9,,
NRS,ROT20091222,20,2009-12-22 10:15:00,35.737,1,,,0,,0,,0,,0,,0,,2042.53,1,,2353.27,1,,,9,,
NRS,KAI20090601,10,2009-06-02 08:15:00,35.852,1,,,0,,0,,0,,0,,0,,2085.49,1,,2360.49,1,,,9,,
NRS,ROT20120221,30,2012-02-21 10:50:00,35.475,1,,1.5,1,0,1,0.06,1,0.04,1,,9,,,9,,,9,,,9,,
NRS,PHB20091011,30,2009-10-12 09:43:00,35.507,1,,0.7,1,0.7,1,0.17,1,0.83,2,,9,ammonia could be contaminated on sampling,,9,,,9,,,9,,
NRS,PHB20110203,40,2011-02-04 10:13:00,35.488,1,,0.3,1,0.4,1,0.16,1,0.1,1,,9,,2036.35,1,,2329.97,1,,,9,,
NRS,ROT20110725,20,2011-07-25 10:35:00,35.167,1,,2.1,1,0.1,1,0.09,1,0.13,1,,9,,2009.57,1,,2307.88,1,,,9,,
NRS,PHB20090924,25,2009-09-25 09:00:00,35.467,1,,0.6,1,2.7,1,0.22,1,0.19,1,,9,,,9,,,9,,,9,,
NRS,MAI20100505,30,2010-05-05 11:45:00,35.515,1,,1.2,1,1.6,1,0.25,1,0.22,1,,9,,2074.41,1,,2331.21,1,,243.3,1,,
NRS,MAI20110118,50,2011-01-19 10:45:00,35.009,1,,1.1,1,3.1,1,0.34,1,0,1,,9,,2076.8,1,,2309.35,1,,,9,,
NRS,NSI20090916,57,2009-09-17 08:45:00,35.457,1,,2.9,1,6.1,1,0.48,1,0.43,1,,9,,2099.02,2,WOCE - questionable data,2322.42,1,WOCE - average of duplicates,,9,,
NRS,ROT20110622,20,2011-06-22 10:15:00,35.17,1,,2.2,1,0.3,1,0.08,1,0.14,1,,9,,2007.88,1,,2305.1,1,,,9,,
NRS,NSI20100817,30,2010-08-18 08:40:00,35.483,1,,0.3,1,0.1,1,0.15,1,0.18,1,,9,,2008.64,1,,2327.03,1,,,9,,
NRS,PHB20110914,30,2011-09-15 09:58:00,35.572,1,,0.2,1,0.6,1,0.12,1,0.09,1,,9,,,9,,,9,,,9,,
NRS,KAI20081211,20,2008-12-12 07:00:00,35.661,1,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,
NRS,MAI20121002,50,2012-10-02 10:30:00,35.088,1,,0.9,1,4,1,0.4,1,0.29,1,,9,,2096.97,1,,2312.45,1,,270.4,1,,http://hdl.handle.net/102.100.100/27018
NRS,KAI20110427,60,2011-04-28 07:50:00,35.746,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20100315,20,2010-03-16 06:15:00,35.782,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20091222,10,2009-12-22 10:15:00,35.743,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20130321,30,2013-03-21 11:49:00,35.508,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ESP20130314,50,2013-03-14 09:39:00,35.752,1,,,0,,0,,0,,0,,0,,2054.49,1,,2343.33,1,updated 20160513,0.6,1,,
NRS,PHB20140120,75,2014-01-21 09:45:00,35.502,1,,2.6,1,7.2,1,0.59,1,0.07,1,,9,,2099.53,1,,2325.9,1,,,9,,http://hdl.handle.net/102.100.100/27479
NRS,YON20131205,0,2013-12-05 13:10:00,35.57,1,,1.8,1,0,1,0.04,1,0,1,,9,,1996.51,1,,2322.96,1,,,9,,
NRS,MAI20140408,10,2014-04-08 12:10:00,35.481,1,,,0,,0,,0,,0,,0,,2062.15,1,,2333.84,1,,243.6,1,,http://hdl.handle.net/102.100.100/27112
NRS,MAI20140408,50,2014-04-08 12:10:00,35.404,1,,,0,,0,,0,,0,,0,,2069.99,1,,2328.36,1,,234.8,1,,http://hdl.handle.net/102.100.100/27114
NRS,KAI20140122,20,2014-01-22 16:10:00,35.643,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20131218,40,2013-12-18 10:58:00,35.344,1,,,0,,0,,0,,0,,0,,2028.82,1,,2327.98,1,,,9,,
NRS,DAR20140906_0930,0,2014-09-06 19:02:00,34.465,1,,5.1,1,0.1,1,0.23,1,0.04,1,,9,,2008.92,1,,2291.71,1,,,9,,
NRS,PHB20140427,100,2014-04-28 11:58:00,35.374,2,,3.4,1,8.9,1,0.66,1,0.56,1,,9,salinity bottle not filled high enough,2110.52,1,,2322.01,1,,,9,,http://hdl.handle.net/102.100.100/27488
NRS,PHB20140716,10,2014-07-16 12:00:00,35.669,1,,0.7,1,1.9,1,0.19,1,0.19,1,,9,,,9,WOCE - no data,,9,,,9,,http://hdl.handle.net/102.100.100/27505
NRS,ROT20131122,40,2013-11-22 10:41:00,35.453,1,,1.8,1,0.2,1,0.12,1,0.04,1,,9,,2042.94,1,,2327.9,1,,,9,,
NRS,MAI20140318,50,2014-03-19 11:25:00,35.367,1,,1,1,1.2,1,0.18,1,0.09,1,,9,,2077.4,1,,2327.38,1,,236.6,1,,http://hdl.handle.net/102.100.100/27109
NRS,ROT20150319,47,2015-03-19 12:37:00,35.701,1,,1.4,1,0.5,1,0.11,1,0.14,1,,9,,2048.41,1,,2339.71,1,,,9,,
NRS,MAI20150312,10,2015-03-13 11:35:00,35.542,1,,0.5,1,0.2,1,0.14,1,0.19,1,,9,,2069.01,1,,2332.48,1,,244.4,1,,http://hdl.handle.net/102.100.100/27174
NRS,KAI20150224,20,2015-02-25 09:25:00,36.054,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20150629,40,2015-06-30 07:40:00,35.901,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20150518,40,2015-05-19 00:00:00,35.347,1,,,0,,0,,0,,0,,0,,2031.14,1,,2315.43,1,,,9,,
NRS,YON20151027,26,2015-10-27 10:50:00,35.599,1,,1.2,1,0.1,1,0.09,1,0.22,1,,9,,1996.67,1,,2318.73,1,,,9,,http://hdl.handle.net/102.100.100/22002
NRS,MAI20150723,10,2015-07-23 11:10:00,35.329,1,,1.5,1,5.2,1,0.44,1,0.12,1,,9,,2100.43,1,,2322.7,1,,262.2,1,,http://hdl.handle.net/102.100.100/21893
NRS,PHB20150723,75,2015-07-23 10:13:00,35.529,1,,,0,,0,,0,,0,,0,,2081.32,1,,2329.39,1,,,9,,http://hdl.handle.net/102.100.100/21878
NRS,MAI20150421,60,2015-04-21 12:10:00,35.631,1,,,0,,0,,0,,0,,0,,,9,,,9,,243.9,1,,
NRS,NSI20151027,40,2015-10-27 11:50:00,35.625,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/21974
NRS,PHB20150630,25,2015-06-30 12:00:00,35.604,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/21858
NRS,ROT20150724,46,2015-07-24 10:42:00,35.405,1,,,0,0.6,1,0.08,1,0.21,1,,0,,2027.04,1,,2322.4,1,,,9,,http://hdl.handle.net/102.100.100/21939
NRS,YON20160823,26,2016-08-23 12:00:00,35.666,1,,,0,,0,,0,,0,,0,,2007.3,1,,2323.83,1,,,9,,
NRS,MAI20160209,20,2016-02-10 11:25:00,35.39,1,,0.2,1,0.1,1,0.17,1,0.01,1,,0,,,9,,,9,,240.1,1,,http://hdl.handle.net/102.100.100/34147
NRS,KAI20160223,50,2016-02-24 09:25:00,35.198,1,,3,1,7.6,1,0.62,1,0.29,1,,9,,2134.65,1,,2320.37,1,,,9,,http://hdl.handle.net/102.100.100/34227
NRS,DAR20160202_0030,18,2016-02-02 10:01:00,33.766,1,,1.7,1,0.4,1,0.25,1,0.88,1,,9,,1945.72,1,,2221.69,1,,,9,,http://hdl.handle.net/102.100.100/34243
NRS,PHB20151215,50,2015-12-16 10:05:00,,9,no sample taken - too rough,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/34197
NRS,NSI20160822,50,2016-08-22 11:50:00,35.666,1,,1.7,1,4.8,1,0.37,1,0.74,1,0.14,1,,2075.74,1,,2337.47,1,,,9,,
NRS,NSI20161019,40,2016-10-20 10:25:00,35.573,1,,1.6,1,4.7,1,0.45,1,0.22,1,0.08,1,,,9,,,9,,,9,,
NRS,NSI20161116,30,2016-11-16 11:10:00,35.595,1,,,0,,0,,0,,0,,0,,2082.37,1,,2335.38,1,,,9,,
NRS,NSI20170627,0,2017-06-27 00:50:00,35.45,1,,,0,,0,,0,,0,,0,,2001.8,1,,2321.9,1,,,9,,http://hdl.handle.net/102.100.100/35460
NRS,YON20170906,20,2017-09-06 10:35:00,35.593,1,,1.1,1,0,6,0,6,0,6,0,6,,1994.71,1,,2315.22,1,,,9,,
NRS,NSI20171116,0,2017-11-16 10:56:00,35.453,1,,0.6,1,0,6,0.07,1,0,6,0,6,,2003.18,1,,2323.56,1,,,9,,http://hdl.handle.net/102.100.100/139755
NRS,MAI20170323,85,2017-03-24 11:00:00,35.304,1,,2.7,1,7.7,1,0.64,1,0,6,,0,,2109.81,1,,2321.43,1,,207.2,1,,http://hdl.handle.net/102.100.100/35417
NRS,ROT20170914,10,2017-09-14 11:33:00,35.498,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20170518,100,2017-05-18 13:20:00,35.87,1,,,0,,0,,0,,0,,0,,2130.78,1,,2361.58,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/35393
NRS,ROT20170523,30,2017-05-23 11:20:00,35.45,1,,3,1,0.4,1,0.1,1,0.16,1,,0,,,9,,,9,,216.7,1,,http://hdl.handle.net/102.100.100/35547
NRS,NSI20180718,30,2018-07-18 10:50:00,35.533,1,,,0,,0,,0,,0,,0,,2026.5,1,,2330.36,1,,,9,,
NRS,ROT20200304,40,2020-03-04 10:09:00,35.976,1,,,0,,0,,0,,0,,0,,2077.2,1,,2355.65,1,,205.7,1,,
NRS,MAI20190624,20,2019-06-24 10:50:00,35.365,1,,,0,,0,,0,,0,,0,,,9,,,9,,258.3,1,,
NRS,MAI20200628,85,2020-06-29 10:30:00,35.192,1,,,0,,0,,0,,0,,0,,2112.74,1,,2319.18,1,WOCE - average of duplicates,258.3,1,,http://hdl.handle.net/102.100.100/141176
NRS,PHB20200812,60,2020-08-13 10:15:00,35.547,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20200831,100,2020-09-01 10:00:00,35.519,1,,0.8,1,2,1,0.28,1,0.58,1,0.35,1,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/141189
NRS,PHB20191118,40,2019-11-19 09:39:00,35.565,1,,1.6,1,5,1,0.44,1,0,6,0.57,1,,2093.08,1,,2334.39,1,,,9,,
NRS,NSI20200625,57,2020-06-25 11:30:00,35.657,1,,2.1,1,5.7,1,0.46,1,,0,0.12,1,,2093.09,1,,2336.27,1,,,9,,
NRS,MAI20210215,0,2021-02-16 10:30:00,35.524,1,,,0,,0,,0,,0,,0,,,9,,,9,,243.8,1,,
NRS,PHB20190827,100,2019-08-27 09:59:00,35.278,1,,3.9,1,10.7,1,1.24,1,0.42,1,0.1,1,,2123.03,1,,2319.47,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/139961
NRS,ROT20190221,40,2019-02-21 11:36:00,35.853,1,,,0,,0,,0,,0,,0,,2074.11,1,,2357.22,1,,223.1,1,,
NRS,PHB20181120,0,2018-11-21 08:45:00,35.485,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/139789
NRS,NSI20190416,40,2019-04-16 10:55:00,35.428,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20190306,20,2019-03-06 11:28:00,35.875,1,,,0,,0,,0,,0,,0,,2066.35,1,,2360.2,1,,225.4,1,,
NRS,DAR20200922_0630,0,2020-09-22 16:00:00,35.707,1,,5.1,1,0.2,1,0.47,1,0.07,1,0.37,1,,2034.75,1,,2336.27,1,,,9,,
NRS,MAI20201118,40,2020-11-19 10:35:00,35.154,1,,0.7,1,0.6,1,0.25,1,0.46,1,0.16,1,,,9,,,9,,264,1,,
NRS,YON20191107,0,2019-11-07 10:45:00,36.031,1,,,0,,0,,0,,0,,0,,2040.81,1,,2346.34,1,,,9,,http://hdl.handle.net/102.100.100/139851
NRS,YON20191202,0,2019-12-03 10:20:00,35.795,1,,2.4,1,0,6,0,6,0.11,1,0,6,,2015.08,1,,2333.61,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/139852
NRS,ROT20201127,0,2020-11-27 09:54:00,35.706,1,,1.2,1,0,6,0.08,1,0,6,0,6,,2052.51,1,,2345.16,1,,210.8,1,,
NRS,MAI20191210,40,2019-12-11 10:45:00,35.084,1,,,0,,0,,0,,0,,0,,,9,,,9,,262.8,1,,
Coastal Stations,BPR20200716,2,2020-07-16 12:15:00,,9,,3.32,1,0.76,1,0.156,1,0.63,1,0,6,,,9,,,9,,,9,,
NRS,NSI20090916,50,2009-09-17 08:45:00,35.465,1,,,0,,0,,0,,0,,0,,2074.71,1,,2319.32,1,WOCE - average of duplicates,,9,,
NRS,NSI20110119,57,2011-01-19 10:15:00,35.565,1,,,0,,0,,0,,0,,0,,2083.28,1,,2331.05,1,,,9,,
NRS,PHB20090223,0,2009-02-24 09:42:00,34.982,1,,,0,,0,,0,,0,,0,,1985.4,1,,2296.42,1,WOCE - average of duplicates,,9,,
NRS,MAI20120724,50,2012-07-24 11:05:00,35.345,1,,,0,,0,,0,,0,,0,,2096.74,1,,2330.27,1,,261.8,1,,http://hdl.handle.net/102.100.100/27004
NRS,YON20120918,0,2012-09-18 11:15:00,35.295,1,,,0,,0,,0,,0,,0,,1987.14,1,,2302.58,1,,,9,,
NRS,MAI20121017,60,2012-10-18 10:45:00,35.107,1,,,0,,0,,0,,0,,0,,,9,,,9,,271.2,1,,
NRS,MAI20090421,10,2009-04-21 12:00:00,35.359,1,,0.6,1,1.8,1,0.2,1,0.12,1,,9,,2074.78,1,,2331.13,1,,,9,,
NRS,NSI20091115,0,2009-11-16 10:30:00,35.458,1,,0.2,1,0.1,1,0.07,1,0.19,1,,9,,2003.34,1,,2320.49,1,,,9,,
NRS,PHB20110420,40,2011-04-21 09:51:00,35.449,1,,,0,,0,,0,,0,,0,,2032.54,1,,2323.18,1,,,9,,
NRS,MAI20111214,30,2011-12-15 10:50:00,35.334,1,,,0,,0,,0,,0,,0,,2067.64,1,,2326.52,1,,260.3,1,,
NRS,NSI20100618,20,2010-06-18 12:45:00,35.518,1,,0,1,0,1,0.01,1,0.08,1,,9,,,9,,,9,,,9,,
NRS,ROT20091026,10,2009-10-26 10:08:00,35.631,1,,2.1,1,0,1,0.11,1,0.06,1,,9,,,9,,,9,,,9,,
NRS,MAI20100505,40,2010-05-05 12:00:00,35.514,1,,1.3,1,1.5,1,0.25,1,0.23,1,,9,,,9,,,9,,243.1,1,,
NRS,NSI20100817,40,2010-08-18 08:40:00,35.499,1,,0.6,1,1.8,1,0.28,1,0.4,1,,9,,,9,,,9,,,9,,
NRS,MAI20101027,20,2010-10-27 13:05:00,35.012,1,,0,1,1.9,1,0.25,1,0.48,2,,9,ammonia results unusually high,,9,,,9,,288.1,1,,
NRS,KAI20111026,75,2011-10-26 15:00:00,35.957,1,,0.5,1,1.1,1,0.18,1,0.21,1,,9,,2102.85,1,,2358.19,1,,,9,,
NRS,ROT20120727,50,2012-07-27 10:10:00,35.25,1,,2.3,1,0.6,1,0.08,1,0.2,1,,9,,2018.21,1,,2310.66,1,,,9,,
NRS,MAI20121112,10,2012-11-13 11:00:00,35.043,1,,0.9,1,0.6,1,0.26,1,0.12,1,,9,,2068.35,1,,2308.48,1,,277.2,1,,http://hdl.handle.net/102.100.100/27028
NRS,MAI20111005,40,2011-10-05 12:39:00,35.302,1,,,0,,0,,0,,0,,0,,,9,,,9,,270.7,1,,
NRS,MAI20091207,60,2009-12-07 11:25:00,35.216,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20091110,25,2009-11-11 10:00:00,35.44,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20130221,30,2013-02-21 13:10:00,35.556,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,MAI20131117,40,2013-11-18 11:05:00,35.282,1,,,0,,0,,0,,0,,0,,,9,,,9,,274.8,2,,
NRS,PHB20140120,30,2014-01-21 09:45:00,35.581,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20130506,0,2013-05-07 08:10:00,36.009,1,,,9,,9,,9,,9,,9,nutrients not yet received,2093.89,1,,2363.7,1,,,9,,
NRS,NSI20130819,30,2013-08-19 10:15:00,35.422,2,,,0,,0,,0,,0,,0,,2082.93,1,,2334.8,1,,,9,,http://hdl.handle.net/102.100.100/27260
NRS,NSI20131016,10,2013-10-16 11:40:00,35.61,1,,,0,,0,,0,,0,,0,,2039.61,1,,2329.66,1,,,9,,http://hdl.handle.net/102.100.100/27270
NRS,NSI20130706,40,2013-07-07 09:45:00,35.528,1,,1,1,0.6,1,0.11,1,0.16,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27249
NRS,PHB20130826,10,2013-08-27 10:15:00,35.587,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27451
NRS,DAR20140118_0030,0,2014-01-18 10:05:00,33.938,1,,,0,,0,,0,,0,,0,,1990.31,1,,2261.05,1,,,9,,
NRS,DAR20140906_0030,10,2014-09-06 10:02:00,34.455,1,,4.9,1,0.1,1,0.23,1,0.06,1,,9,,2010.94,1,,2291.07,1,,,9,,
NRS,YON20140820,10,2014-08-20 12:30:00,35.558,1,,,0,,0,,0,,0,,0,,1999.67,1,,2318.5,1,,,9,,
NRS,NSI20140507,0,2014-05-07 10:55:00,35.393,1,,,0,,0,,0,,0,,0,,1986.28,1,,2310,1,,,9,,http://hdl.handle.net/102.100.100/27305
NRS,ROT20140919,20,2014-09-19 13:30:00,35.274,1,,,0,,0,,0,,0,,0,,2023.18,1,,2310.01,1,,,9,,
NRS,MAI20140807,0,2014-08-07 13:23:00,35.323,1,,,0,,0,,0,,0,,0,,2098.81,1,,2327.54,1,,,9,,http://hdl.handle.net/102.100.100/21655
NRS,MAI20140807,75,2014-08-07 13:23:00,35.316,1,,,0,,0,,0,,0,,0,,2097.69,1,,2327.08,1,,256.4,1,,http://hdl.handle.net/102.100.100/27135
NRS,PHB20150121,40,2015-01-21 11:20:00,35.416,1,,,0,,0,,0,,0,,0,,2096.43,1,,2324.72,1,,,9,,
NRS,PHB20150225,60,2015-02-26 12:51:00,35.398,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,MAI20140915,60,2014-09-16 11:15:00,35.288,2,,,0,,0,,0,,0,,0,,,9,,,9,,268.3,1,,
NRS,NSI20150512,50,2015-05-12 11:15:00,35.509,1,,,0,,0,,0,,0,,0,,2001.09,1,,2319.67,1,,,9,,http://hdl.handle.net/102.100.100/21843
NRS,DAR20150203_0030,0,2015-02-03 10:00:00,33.143,1,,,0,,0,,0,,0,,0,,1954.67,1,,2214.67,1,,,9,,
NRS,KAI20150629,20,2015-06-30 07:40:00,35.795,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/21983
NRS,MAI20150526,60,2015-05-26 11:55:00,35.311,1,,,0,,0,,0,,0,,0,,,9,,,9,,256.2,1,,
NRS,ROT20150507,47,2015-05-07 10:40:00,35.536,1,,,0,,0,,0,,0,,0,,2054.16,1,,2329.09,1,WOCE - average of duplicates,,9,,
NRS,NSI20151119,57,2015-11-19 11:15:00,35.614,1,,2,1,6,1,0.51,1,0.04,1,,9,,2081.61,1,,2333.2,1,WOCE - average of duplicates,,9,,
NRS,NSI20151119,40,2015-11-19 11:15:00,35.589,1,,0.6,1,0,1,0.1,1,0,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/34214
NRS,PHB20150630,40,2015-06-30 12:00:00,35.531,1,,2.1,1,5.9,1,0.47,1,0.09,1,,9,,2081.62,1,,2330.34,1,,,9,,
NRS,MAI20150811,40,2015-08-12 10:10:00,35.279,1,,1.4,1,4.1,1,0.37,1,0.01,1,,9,,,9,,,9,,268.5,1,,
NRS,NSI20150624,50,2015-06-24 11:40:00,35.624,1,,,0,,0,,0,,0,,0,,2052.7,1,,2334.94,1,,,9,,http://hdl.handle.net/102.100.100/21849
NRS,NSI20160920,57,2016-09-20 11:10:00,35.4215,1,,2.5,1,7.7,1,0.62,1,0.07,1,0,6,,2106.85,1,,2324.71,1,,,9,,
NRS,ROT20161004,40,2016-10-04 12:30:00,35.681,1,,1.4,1,0.2,1,0.06,1,0.19,1,,0,,2062.22,1,,2345.38,1,,,9,,http://hdl.handle.net/102.100.100/34726
NRS,MAI20160209,75,2016-02-10 11:25:00,35.186,1,,,0,,0,,0,,0,,0,,2125,1,,2312.9,1,WOCE - average of duplicates,206.1,1,,http://hdl.handle.net/102.100.100/34149
NRS,PHB20160407,0,2016-04-08 09:23:00,,9,salinity samples lost,0.5,1,0.1,1,0.1,1,0.2,1,,9,salinity samples lost,2026.64,1,,2336.7,1,,,9,,http://hdl.handle.net/102.100.100/34121
NRS,YON20160624,0,2016-06-24 10:10:00,35.473,1,,,0,,0,,0,,0,,0,,1991.82,1,,2318.7,1,,,9,,http://hdl.handle.net/102.100.100/34744
NRS,NSI20161019,20,2016-10-20 10:25:00,,9,sample broken,0.3,1,0,1,0.1,1,-0.02,1,0,1,,,9,,,9,,,9,,
NRS,MAI20160321,40,2016-03-22 11:12:00,35.612,1,,1.7,1,0.2,1,0.3,1,0.15,1,,0,,,9,,,9,,222.3,1,,
NRS,KAI20170315,40,2017-03-15 15:15:00,36.025,4,no insert in bottle,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20180307,75,2018-03-07 12:35:00,35.508,1,,1.2,1,3.2,1,0.36,1,0.19,1,0.26,1,,2121.03,1,,2343.08,1,,,9,,
