I_SAMPLE_ID,TRIP_CODE,SCIENTIFICNAME,SPCODE,TAXON_COUNT,COMMENTS
3354,NSF20180302,Pomacentridae - undifferentiated,37372000,1,
3354,NSF20180302,Pseudochromidae - undifferentiated,37313000,1,
3354,NSF20180302,Sardinops sagax,37085002,3,
3354,NSF20180302,Scombridae - undifferentiated,37441000,4,
3354,NSF20180302,Scorpaenidae - undifferentiated,37287900,4,
3354,NSF20180302,Sillago ciliata,37330010,1,
3354,NSF20180302,Sphyraena spp.,37382901,2,
3354,NSF20180302,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3354,NSF20180302,Trachurus novaezelandiae,37337003,6,
3355,NSI20180123,Acanthuridae - undifferentiated,37437900,1,
3355,NSI20180123,Antigonia spp.,37267901,1,
3355,NSI20180123,Apogonidae - undifferentiated,37327926,2,
3355,NSI20180123,Balistidae - undifferentiated,37465900,1,
3355,NSI20180123,Callionymidae - undifferentiated,37427917,3,
3355,NSI20180123,Chaetodontidae - undifferentiated,37365900,1,
3355,NSI20180123,Dactyloptena spp.,37308902,2,
3355,NSI20180123,Decapterus spp.,37337901,7,
3355,NSI20180123,Engraulis australis,37086001,2,
3355,NSI20180123,Gobiidae - undifferentiated,37428000,15,
3355,NSI20180123,Holocentridae - undifferentiated,37261000,2,
3355,NSI20180123,Labridae - undifferentiated,37384000,1,
3355,NSI20180123,Lutjanidae - undifferentiated,37346932,5,
3355,NSI20180123,Monacanthidae - undifferentiated,37465903,1,
3355,NSI20180123,Mullidae - undifferentiated,37355000,34,
3355,NSI20180123,Myctophidae - undifferentiated,37122000,1,
3355,NSI20180123,Nemipteridae - undifferentiated,37347000,1,
3355,NSI20180123,Nomeidae - undifferentiated,37446000,1,
3355,NSI20180123,Ophidiidae - undifferentiated,37228961,1,
3355,NSI20180123,Order Lophiiformes - undifferentiated,37990052,1,
3355,NSI20180123,Ostraciidae - undifferentiated,37466912,3,
3355,NSI20180123,Pegasus spp.,37309902,1,
3355,NSI20180123,Platycephalidae - undifferentiated,37296900,4,
3355,NSI20180123,Pomacentridae - undifferentiated,37372000,1,
3355,NSI20180123,Priacanthidae - undifferentiated,37326000,3,
3355,NSI20180123,Scombridae - undifferentiated,37441000,19,
3355,NSI20180123,Scorpaenidae - undifferentiated,37287900,2,
3355,NSI20180123,Serranidae subfam. Anthiinae,37311907,6,
3355,NSI20180123,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
3355,NSI20180123,Trichonotus spp.,37394901,1,
3356,NSI20180123,Balistidae - undifferentiated,37465900,2,
3356,NSI20180123,Callionymidae - undifferentiated,37427917,2,
3356,NSI20180123,Carangidae - undifferentiated,37337000,14,
3356,NSI20180123,Chaetodontidae - undifferentiated,37365900,5,
3356,NSI20180123,Coryphaena spp.,37338901,4,
3356,NSI20180123,Dactyloptena spp.,37308902,2,
3356,NSI20180123,Gobiidae - undifferentiated,37428000,4,
3356,NSI20180123,Labridae - undifferentiated,37384000,4,
3356,NSI20180123,Lethrinus spp.,37351902,2,
3356,NSI20180123,Lutjanidae - undifferentiated,37346932,3,
3356,NSI20180123,Microdesmidae - undifferentiated,37435000,2,
3356,NSI20180123,Monacanthidae - undifferentiated,37465903,1,
3356,NSI20180123,Mullidae - undifferentiated,37355000,6,
3356,NSI20180123,Ostraciidae - undifferentiated,37466912,3,
3356,NSI20180123,Plagiotremus spp.,37408921,1,
3356,NSI20180123,Pomacentridae - undifferentiated,37372000,2,
3356,NSI20180123,Priacanthidae - undifferentiated,37326000,4,
3356,NSI20180123,Scomber australasicus,37441001,1,
3356,NSI20180123,Scombridae - undifferentiated,37441000,10,
3356,NSI20180123,Serranidae subfam. Anthiinae,37311907,2,
3356,NSI20180123,Serranidae subfam. Epinephelinae,37311908,1,
3356,NSI20180123,Sphyraena spp.,37382901,2,
3356,NSI20180123,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3356,NSI20180123,Tetraodontidae - undifferentiated,37467000,1,
3357,NSF20180123,Antigonia spp.,37267901,1,
3357,NSF20180123,Balistidae - undifferentiated,37465900,2,
3357,NSF20180123,Carangidae - undifferentiated,37337000,3,
3357,NSF20180123,Carapidae - undifferentiated,37229000,1,
3357,NSF20180123,Chaetodontidae - undifferentiated,37365900,1,
3357,NSF20180123,Cirrhitidae - undifferentiated,37374000,1,
3357,NSF20180123,Coryphaena spp.,37338901,2,
3357,NSF20180123,Cynoglossidae - undifferentiated,37463000,1,
3357,NSF20180123,Dactyloptena spp.,37308902,1,
3357,NSF20180123,Decapterus spp.,37337901,2,
3357,NSF20180123,Engraulis australis,37086001,2,
3357,NSF20180123,Gobiidae - undifferentiated,37428000,1,
3357,NSF20180123,Gonostomatidae - undifferentiated,37106912,1,
3357,NSF20180123,Labridae - undifferentiated,37384000,2,
3357,NSF20180123,Mullidae - undifferentiated,37355000,1,
3357,NSF20180123,Myctophidae - undifferentiated,37122000,3,
3357,NSF20180123,Nomeidae - undifferentiated,37446000,2,
3357,NSF20180123,Platycephalidae - undifferentiated,37296900,7,
3357,NSF20180123,Priacanthidae - undifferentiated,37326000,3,
3357,NSF20180123,Scombridae - undifferentiated,37441000,17,
3357,NSF20180123,Scorpaenidae - undifferentiated,37287900,1,
3357,NSF20180123,Serranidae subfam. Anthiinae,37311907,2,
3357,NSF20180123,Sphyraena spp.,37382901,1,
3357,NSF20180123,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
3358,MAI20180301,Dinolestes lewini,37327002,1,
3358,MAI20180301,Lophonectes gallus,37460001,1,
3358,MAI20180301,Monacanthidae - undifferentiated,37465903,3,
3358,MAI20180301,Parablennius spp.,37408918,1,
3358,MAI20180301,Platycephalidae - undifferentiated,37296900,4,
3358,MAI20180301,Sillago bassensis,37330002,1,
3358,MAI20180301,Trachurus declivis,37337002,1,
3358,MAI20180301,Tripterygiidae - undifferentiated,37415000,1,
3359,MAI20180301,Carangidae - undifferentiated,37337000,3,
3359,MAI20180301,Lepidotrigla spp.,37288901,2,
3359,MAI20180301,Monacanthidae - undifferentiated,37465903,6,
3359,MAI20180301,Mugilidae - undifferentiated,37381000,1,
3359,MAI20180301,Pegasus spp.,37309902,1,
3359,MAI20180301,Platycephalidae - undifferentiated,37296900,8,
3359,MAI20180301,Trachurus declivis,37337002,2,
3360,ROT20180328,Callionymidae - undifferentiated,37427917,2,
3360,ROT20180328,Engraulis australis,37086001,2,
3360,ROT20180328,Kyphosus spp.,37361903,6,
3360,ROT20180328,Mullidae - undifferentiated,37355000,2,
3360,ROT20180328,Myctophidae - undifferentiated,37122000,1,
3360,ROT20180328,Pomacentridae - undifferentiated,37372000,3,
3361,ROT20180328,Kyphosus spp.,37361903,1,
3361,ROT20180328,Pomatomus saltatrix,37334002,1,
3361,ROT20180328,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3362,MAI20180418,Dinolestes lewini,37327002,1,
3362,MAI20180418,Lophonectes gallus,37460001,15,
3362,MAI20180418,Monacanthidae - undifferentiated,37465903,1,
3362,MAI20180418,Nemadactylus macropterus,37377003,6,
3362,MAI20180418,Pegasus spp.,37309902,1,
3362,MAI20180418,Sardinops sagax,37085002,12,
3363,MAI20180418,Dinolestes lewini,37327002,1,
3363,MAI20180418,Lophonectes gallus,37460001,9,
3363,MAI20180418,Mugilidae - undifferentiated,37381000,1,
3363,MAI20180418,Nemadactylus macropterus,37377003,2,
3363,MAI20180418,Sardinops sagax,37085002,7,
3363,MAI20180418,Serranidae subfam. Anthiinae,37311907,1,
3364,ROT20180221,Callionymidae - undifferentiated,37427917,1,
3364,ROT20180221,Carangidae - undifferentiated,37337000,2,
3364,ROT20180221,Gobiidae - undifferentiated,37428000,1,
3364,ROT20180221,Gonostomatidae - undifferentiated,37106912,1,
3364,ROT20180221,Kyphosus spp.,37361903,2,
3364,ROT20180221,Monacanthidae - undifferentiated,37465903,1,
3364,ROT20180221,Mullidae - undifferentiated,37355000,2,
3364,ROT20180221,Myctophidae - undifferentiated,37122000,1,
3364,ROT20180221,Platycephalidae - undifferentiated,37296900,1,
3364,ROT20180221,Pomacentridae - undifferentiated,37372000,3,
3364,ROT20180221,Sphyraena spp.,37382901,2,
3364,ROT20180221,Tripterygiidae - undifferentiated,37415000,3,
3365,ROT20180221,Callionymidae - undifferentiated,37427917,1,
3365,ROT20180221,Exocoetidae - undifferentiated,37233000,1,
3365,ROT20180221,Percophidae - undifferentiated,37393900,1,
3365,ROT20180221,Platycephalidae - undifferentiated,37296900,1,
3368,ROT20180125,Alabes spp.,37206901,1,
3368,ROT20180125,Callionymidae - undifferentiated,37427917,7,
3368,ROT20180125,Carangidae - undifferentiated,37337000,5,
3368,ROT20180125,Creedia spp.,37395901,4,
3368,ROT20180125,Etrumeus teres,37085001,3,
3368,ROT20180125,Gobiidae - undifferentiated,37428000,2,
3368,ROT20180125,Gonostomatidae - undifferentiated,37106912,1,
3368,ROT20180125,Labridae - undifferentiated,37384000,17,
3368,ROT20180125,Labridae: Odacinae - undifferentiated,37385000,3,
3368,ROT20180125,Monacanthidae - undifferentiated,37465903,1,
3368,ROT20180125,Percophidae - undifferentiated,37393900,5,
3368,ROT20180125,Pinguipedidae - undifferentiated,37390000,2,
3368,ROT20180125,Pomacentridae - undifferentiated,37372000,1,
3368,ROT20180125,Sardinops sagax,37085002,5,
3368,ROT20180125,Sparidae - undifferentiated,37353000,1,
3368,ROT20180125,Tripterygiidae - undifferentiated,37415000,1,
3369,ROT20180125,Callionymidae - undifferentiated,37427917,6,
3369,ROT20180125,Creedia spp.,37395901,3,
3369,ROT20180125,Labridae - undifferentiated,37384000,3,
3369,ROT20180125,Monacanthidae - undifferentiated,37465903,1,
3369,ROT20180125,Percophidae - undifferentiated,37393900,3,
3369,ROT20180125,Sillaginidae - undifferentiated,37330000,1,
3369,ROT20180125,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3369,ROT20180125,Syngnathidae - undifferentiated,37282000,1,
3370,ROT20171214,Callionymidae - undifferentiated,37427917,6,
3370,ROT20171214,Carangidae - undifferentiated,37337000,2,
3370,ROT20171214,Creedia spp.,37395901,5,
3370,ROT20171214,Engraulis australis,37086001,2,
3370,ROT20171214,Etrumeus teres,37085001,3,
3370,ROT20171214,Labridae - undifferentiated,37384000,44,
3370,ROT20171214,Labridae: Odacinae - undifferentiated,37385000,8,
3370,ROT20171214,Monacanthidae - undifferentiated,37465903,7,
3370,ROT20171214,Mullidae - undifferentiated,37355000,1,
3370,ROT20171214,Parablennius spp.,37408918,3,
3370,ROT20171214,Percophidae - undifferentiated,37393900,9,
3370,ROT20171214,Pinguipedidae - undifferentiated,37390000,10,
3370,ROT20171214,Platycephalidae - undifferentiated,37296900,1,
3370,ROT20171214,Pomacentridae - undifferentiated,37372000,1,
3370,ROT20171214,Sardinops sagax,37085002,5,
3370,ROT20171214,Serranidae subfam. Anthiinae,37311907,1,
3370,ROT20171214,Superclass Pisces - undifferentiated,37000000,9,Unidentified as too damaged or unknown
3371,ROT20171214,Callionymidae - undifferentiated,37427917,1,
3371,ROT20171214,Carangidae - undifferentiated,37337000,1,
3371,ROT20171214,Labridae - undifferentiated,37384000,1,
3371,ROT20171214,Parablennius spp.,37408918,1,
3371,ROT20171214,Tripterygiidae - undifferentiated,37415000,2,
3372,PHB20180123,Acanthopagrus australis,37353004,7,
3372,PHB20180123,Ambassis marianus,37310018,1,
3372,PHB20180123,Argyrosomus japonicus,37354001,1,
3372,PHB20180123,Centroberyx affinis,37258003,1,
3372,PHB20180123,Chrysophrys auratus,37353001,2,
3372,PHB20180123,Engyprosopon spp.,37460908,2,
3372,PHB20180123,Enoplosus armatus,37366001,2,
3372,PHB20180123,Gerres subfasciatus,37349005,3,
3372,PHB20180123,Gobiidae - undifferentiated,37428000,1,
3372,PHB20180123,Labridae - undifferentiated,37384000,3,
3372,PHB20180123,Lophonectes gallus,37460001,8,
3372,PHB20180123,Myctophidae - undifferentiated,37122000,1,
3372,PHB20180123,Order Anguilliformes - undifferentiated,37990025,7,
3372,PHB20180123,Order Lophiiformes - undifferentiated,37990052,1,
3372,PHB20180123,Parablennius spp.,37408918,1,
3372,PHB20180123,Pempheris spp.,37357903,1,
3372,PHB20180123,Platycephalidae - undifferentiated,37296900,5,
3372,PHB20180123,Pomacentridae - undifferentiated,37372000,1,
3372,PHB20180123,Pseudocaranx georgianus,37337062,10,
3372,PHB20180123,Sardinops sagax,37085002,4,
3372,PHB20180123,Schuettea spp.,37356902,6,
3372,PHB20180123,Sillago ciliata,37330010,3,
3372,PHB20180123,Trachichthyidae - undifferentiated,37255000,1,
3372,PHB20180123,Trachurus novaezelandiae,37337003,54,
3372,PHB20180123,Triglidae & Peristediidae - undifferentiated,37288000,2,
3372,PHB20180123,Zeidae - undifferentiated,37264906,2,
3373,PHB20180123,Gerres subfasciatus,37349005,1,
3373,PHB20180123,Gobiidae - undifferentiated,37428000,1,
3373,PHB20180123,Petroscirtes lupus,37408073,1,
3373,PHB20180123,Platycephalidae - undifferentiated,37296900,1,
3373,PHB20180123,Pseudocaranx georgianus,37337062,6,
3373,PHB20180123,Schuettea spp.,37356902,2,
3373,PHB20180123,Trachurus novaezelandiae,37337003,14,
3374,PHB20180221,Acanthopagrus australis,37353004,4,
3374,PHB20180221,Argyrosomus japonicus,37354001,1,
3374,PHB20180221,Callionymidae - undifferentiated,37427917,1,
3374,PHB20180221,Centroberyx affinis,37258003,17,
3374,PHB20180221,Cepola australis,37380001,2,
3374,PHB20180221,Champsodontidae - undifferentiated,37401000,1,
3374,PHB20180221,Crossorhombus spp.,37460907,1,
3374,PHB20180221,Engraulis australis,37086001,7,
3374,PHB20180221,Etrumeus teres,37085001,1,
3374,PHB20180221,Gerres subfasciatus,37349005,52,
3374,PHB20180221,Gobiidae - undifferentiated,37428000,3,
3374,PHB20180221,Kyphosus spp.,37361903,4,
3374,PHB20180221,Labridae - undifferentiated,37384000,1,
3374,PHB20180221,Lepidopus caudatus,37440002,1,
3374,PHB20180221,Lophonectes gallus,37460001,4,
3374,PHB20180221,Monacanthidae - undifferentiated,37465903,1,
3374,PHB20180221,Myctophidae - undifferentiated,37122000,3,
3374,PHB20180221,Order Anguilliformes - undifferentiated,37990025,5,
3374,PHB20180221,Pelates spp.,37321908,2,
3374,PHB20180221,Pempheris spp.,37357903,1,
3374,PHB20180221,Platycephalidae - undifferentiated,37296900,2,
3374,PHB20180221,Platycephalus fuscus,37296004,2,
3374,PHB20180221,Pomacentridae - undifferentiated,37372000,22,
3374,PHB20180221,Pseudocaranx georgianus,37337062,89,
3374,PHB20180221,Schuettea spp.,37356902,6,
3374,PHB20180221,Scorpaenidae - undifferentiated,37287900,3,
3374,PHB20180221,Sillaginidae - undifferentiated,37330000,15,
3374,PHB20180221,Sillago ciliata,37330010,2,
3374,PHB20180221,Sphyraena spp.,37382901,3,
3374,PHB20180221,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
3374,PHB20180221,Trachurus novaezelandiae,37337003,224,
3374,PHB20180221,Triglidae & Peristediidae - undifferentiated,37288000,3,
3375,PHB20180221,Acanthopagrus australis,37353004,1,
3375,PHB20180221,Atypichthys strigatus,37361010,1,
3375,PHB20180221,Callionymidae - undifferentiated,37427917,2,
3375,PHB20180221,Centroberyx affinis,37258003,1,
3375,PHB20180221,Gerres subfasciatus,37349005,6,
3375,PHB20180221,Liza argentea,37381004,1,
3375,PHB20180221,Monodactylus argenteus,37356002,2,
3375,PHB20180221,Platycephalidae - undifferentiated,37296900,1,
3375,PHB20180221,Pomacentridae - undifferentiated,37372000,1,
3375,PHB20180221,Pseudocaranx georgianus,37337062,25,
3375,PHB20180221,Schuettea spp.,37356902,4,
3375,PHB20180221,Scorpaenidae - undifferentiated,37287900,1,
3375,PHB20180221,Soleidae - undifferentiated,37462000,1,
3375,PHB20180221,Sphyraena spp.,37382901,2,
3375,PHB20180221,Trachurus novaezelandiae,37337003,86,
3376,ROT20171123,Bothidae - undifferentiated,37460922,1,
3376,ROT20171123,Callionymidae - undifferentiated,37427917,4,
3376,ROT20171123,Carangidae - undifferentiated,37337000,1,
3376,ROT20171123,Creedia spp.,37395901,11,
3376,ROT20171123,Engraulis australis,37086001,1,
3376,ROT20171123,Etrumeus teres,37085001,1,
3376,ROT20171123,Gerres subfasciatus,37349005,1,
3376,ROT20171123,Gonostomatidae - undifferentiated,37106912,3,
3376,ROT20171123,Labridae - undifferentiated,37384000,67,
3376,ROT20171123,Labridae: Odacinae - undifferentiated,37385000,1,
3376,ROT20171123,Monacanthidae - undifferentiated,37465903,7,
3376,ROT20171123,Mullidae - undifferentiated,37355000,6,
3376,ROT20171123,Myctophidae - undifferentiated,37122000,5,
3376,ROT20171123,Neosebastes spp.,37287927,1,
3376,ROT20171123,Percophidae - undifferentiated,37393900,4,
3376,ROT20171123,Pinguipedidae - undifferentiated,37390000,1,
3376,ROT20171123,Platycephalidae - undifferentiated,37296900,2,
3376,ROT20171123,Pomacentridae - undifferentiated,37372000,3,
3376,ROT20171123,Sardinops sagax,37085002,3,
3376,ROT20171123,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
3376,ROT20171123,Tripterygiidae - undifferentiated,37415000,10,
3377,ROT20171123,Bothidae - undifferentiated,37460922,2,
3377,ROT20171123,Carangidae - undifferentiated,37337000,2,
3377,ROT20171123,Creedia spp.,37395901,2,
3377,ROT20171123,Gonostomatidae - undifferentiated,37106912,2,
3377,ROT20171123,Labridae - undifferentiated,37384000,25,
3377,ROT20171123,Pinguipedidae - undifferentiated,37390000,1,
3377,ROT20171123,Platycephalidae - undifferentiated,37296900,2,
3377,ROT20171123,Sillaginidae - undifferentiated,37330000,1,
3377,ROT20171123,Superclass Pisces - undifferentiated,37000000,10,Unidentified as too damaged or unknown
3377,ROT20171123,Tripterygiidae - undifferentiated,37415000,3,
3378,PHB20180326,Crossorhombus spp.,37460907,2,
3378,PHB20180326,Engraulis australis,37086001,1,
3378,PHB20180326,Gonostomatidae - undifferentiated,37106912,8,
3378,PHB20180326,Liza argentea,37381004,4,
3378,PHB20180326,Lutjanidae - undifferentiated,37346932,1,
3378,PHB20180326,Myctophidae - undifferentiated,37122000,25,
3378,PHB20180326,Order Anguilliformes - undifferentiated,37990025,2,
3378,PHB20180326,Order Lophiiformes - undifferentiated,37990052,4,
3378,PHB20180326,Pelates spp.,37321908,1,
3378,PHB20180326,Platycephalidae - undifferentiated,37296900,3,
3378,PHB20180326,Pseudocaranx georgianus,37337062,2,
3378,PHB20180326,Scorpaenidae - undifferentiated,37287900,3,
3378,PHB20180326,Sillaginidae - undifferentiated,37330000,4,
3378,PHB20180326,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
3378,PHB20180326,Trachurus novaezelandiae,37337003,14,
3380,MAI20171217,Myctophidae - undifferentiated,37122000,2,
3382,MAI20180315,Cheilodactylus spp.,37377902,1,
3382,MAI20180315,Dinolestes lewini,37327002,1,
3382,MAI20180315,Engraulis australis,37086001,7,
3382,MAI20180315,Enoplosus armatus,37366001,1,
3382,MAI20180315,Lophonectes gallus,37460001,16,
3382,MAI20180315,Monacanthidae - undifferentiated,37465903,1,
3382,MAI20180315,Mugilidae - undifferentiated,37381000,1,
3382,MAI20180315,Myctophidae - undifferentiated,37122000,2,
3382,MAI20180315,Platycephalidae - undifferentiated,37296900,2,
3382,MAI20180315,Sardinops sagax,37085002,2,
3382,MAI20180315,Seriolella spp.,37445909,1,
3382,MAI20180315,Trachurus declivis,37337002,5,
3383,MAI20180315,Dinolestes lewini,37327002,3,
3383,MAI20180315,Engraulis australis,37086001,1,
3383,MAI20180315,Lophonectes gallus,37460001,23,
3383,MAI20180315,Macroramphosus spp.,37279902,1,
3383,MAI20180315,Monacanthidae - undifferentiated,37465903,1,
3383,MAI20180315,Mugilidae - undifferentiated,37381000,3,
3383,MAI20180315,Platycephalidae - undifferentiated,37296900,2,
3383,MAI20180315,Sardinops sagax,37085002,4,
3383,MAI20180315,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3383,MAI20180315,Trachurus declivis,37337002,7,
3384,ROT20180511,Carangidae - undifferentiated,37337000,1,
3384,ROT20180511,Creedia spp.,37395901,1,
3384,ROT20180511,Gonostomatidae - undifferentiated,37106912,1,
3384,ROT20180511,Myctophidae - undifferentiated,37122000,1,
3384,ROT20180511,Sardinops sagax,37085002,2,
3385,ROT20180511,Carangidae - undifferentiated,37337000,1,
3385,ROT20180511,Cheilodactylus spp.,37377902,1,
3385,ROT20180511,Monacanthidae - undifferentiated,37465903,1,
3385,ROT20180511,Myctophidae - undifferentiated,37122000,1,
3385,ROT20180511,Pomacentridae - undifferentiated,37372000,1,
3385,ROT20180511,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3386,KAI20180515,Monacanthidae - undifferentiated,37465903,2,
3386,KAI20180515,Sardinops sagax,37085002,70,
3386,KAI20180515,Scomber australasicus,37441001,2,
3386,KAI20180515,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
3386,KAI20180515,Thyrsites atun,37439001,1,
3387,KAI20180515,Carangidae - undifferentiated,37337000,1,
3387,KAI20180515,Monacanthidae - undifferentiated,37465903,2,
3387,KAI20180515,Myctophidae - undifferentiated,37122000,1,
3387,KAI20180515,Sardinops sagax,37085002,38,
3387,KAI20180515,Scomber australasicus,37441001,1,
3387,KAI20180515,Superclass Pisces - undifferentiated,37000000,8,Unidentified as too damaged or unknown
3387,KAI20180515,Thyrsites atun,37439001,2,
3388,NSI20180530,Apogonidae - undifferentiated,37327926,1,
3388,NSI20180530,Bregmaceros spp.,37225901,3,
3388,NSI20180530,Chaetodontidae - undifferentiated,37365900,4,
3388,NSI20180530,Chrysophrys auratus,37353001,1,
3388,NSI20180530,Cirrhitidae - undifferentiated,37374000,1,
3388,NSI20180530,Coryphaena spp.,37338901,2,
3388,NSI20180530,Crossorhombus spp.,37460907,3,
3388,NSI20180530,Cynoglossidae - undifferentiated,37463000,1,
3388,NSI20180530,Decapterus spp.,37337901,1,
3388,NSI20180530,Engraulis australis,37086001,6,
3388,NSI20180530,Engyprosopon spp.,37460908,1,
3388,NSI20180530,Etrumeus teres,37085001,10,
3388,NSI20180530,Gempylidae - undifferentiated,37439918,1,
3388,NSI20180530,Gobiidae - undifferentiated,37428000,5,
3388,NSI20180530,Grammatobothus spp.,37460909,1,
3388,NSI20180530,Labridae - undifferentiated,37384000,4,
3388,NSI20180530,Lutjanidae - undifferentiated,37346932,2,
3388,NSI20180530,Melanostomiidae - undifferentiated,37109000,2,
3388,NSI20180530,Monacanthidae - undifferentiated,37465903,1,
3388,NSI20180530,Mugilidae - undifferentiated,37381000,1,
3388,NSI20180530,Myctophidae - undifferentiated,37122000,17,
3388,NSI20180530,Nemipteridae - undifferentiated,37347000,1,
3388,NSI20180530,Order Anguilliformes - undifferentiated,37990025,1,
3388,NSI20180530,Pegasus spp.,37309902,2,
3388,NSI20180530,Platycephalidae - undifferentiated,37296900,1,
3388,NSI20180530,Pseudocaranx georgianus,37337062,1,
3388,NSI20180530,Serranidae subfam. Anthiinae,37311907,13,
3388,NSI20180530,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3388,NSI20180530,Trichonotus spp.,37394901,1,
3388,NSI20180530,Triglidae & Peristediidae - undifferentiated,37288000,2,
3389,NSF20180530,Apogonidae - undifferentiated,37327926,1,
3389,NSF20180530,Cirrhitidae - undifferentiated,37374000,1,
3389,NSF20180530,Creedia spp.,37395901,2,
3389,NSF20180530,Engraulis australis,37086001,1,
3389,NSF20180530,Engyprosopon spp.,37460908,3,
3389,NSF20180530,Labridae - undifferentiated,37384000,1,
3389,NSF20180530,Melanostomiidae - undifferentiated,37109000,1,
3389,NSF20180530,Myctophidae - undifferentiated,37122000,8,
3389,NSF20180530,Phosichthyidae - undifferentiated,37106913,2,
3389,NSF20180530,Serranidae subfam. Anthiinae,37311907,3,
3390,PHB20180626,Centropogon australis,37287048,1,
3390,PHB20180626,Cheilodactylus spp.,37377902,1,
3390,PHB20180626,Labridae - undifferentiated,37384000,1,
3390,PHB20180626,Myctophidae - undifferentiated,37122000,27,
3390,PHB20180626,Platycephalidae - undifferentiated,37296900,1,
3390,PHB20180626,Sardinops sagax,37085002,8,
3390,PHB20180626,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3390,PHB20180626,Trachurus novaezelandiae,37337003,4,
3390,PHB20180626,Triglidae & Peristediidae - undifferentiated,37288000,2,
3391,ROT20180620,Etrumeus teres,37085001,1,
3391,ROT20180620,Platycephalidae - undifferentiated,37296900,1,
3391,ROT20180620,Sardinops sagax,37085002,1,
3393,PHB20180724,Callanthias australis,37311055,1,
3393,PHB20180724,Cepola australis,37380001,3,
3393,PHB20180724,Chrysophrys auratus,37353001,1,
3393,PHB20180724,Lophonectes gallus,37460001,24,
3393,PHB20180724,Macroramphosus spp.,37279902,9,
3393,PHB20180724,Moridae - undifferentiated,37224903,6,
3393,PHB20180724,Myctophidae - undifferentiated,37122000,15,
3393,PHB20180724,Pinguipedidae - undifferentiated,37390000,2,
3393,PHB20180724,Platycephalidae - undifferentiated,37296900,9,
3393,PHB20180724,Sardinops sagax,37085002,110,
3393,PHB20180724,Scomber australasicus,37441001,7,
3393,PHB20180724,Serranidae subfam. Anthiinae,37311907,5,
3393,PHB20180724,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3393,PHB20180724,Trachurus novaezelandiae,37337003,42,
3393,PHB20180724,Triglidae & Peristediidae - undifferentiated,37288000,4,
3394,PHB20180724,Callanthias australis,37311055,4,
3394,PHB20180724,Cepola australis,37380001,3,
3394,PHB20180724,Chrysophrys auratus,37353001,8,
3394,PHB20180724,Helicolenus spp.,37287918,1,
3394,PHB20180724,Labridae - undifferentiated,37384000,1,
3394,PHB20180724,Lophonectes gallus,37460001,18,
3394,PHB20180724,Macroramphosus spp.,37279902,34,
3394,PHB20180724,Monacanthidae - undifferentiated,37465903,2,
3394,PHB20180724,Moridae - undifferentiated,37224903,9,
3394,PHB20180724,Myctophidae - undifferentiated,37122000,31,
3394,PHB20180724,Pinguipedidae - undifferentiated,37390000,2,
3394,PHB20180724,Platycephalidae - undifferentiated,37296900,15,
3394,PHB20180724,Sardinops sagax,37085002,148,
3394,PHB20180724,Scomber australasicus,37441001,6,
3394,PHB20180724,Scorpis spp.,37361906,2,
3394,PHB20180724,Sillaginidae - undifferentiated,37330000,2,
3394,PHB20180724,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3394,PHB20180724,Trachurus novaezelandiae,37337003,71,
3394,PHB20180724,Triglidae & Peristediidae - undifferentiated,37288000,4,
3395,ROT20180719,Engraulis australis,37086001,4,
3395,ROT20180719,Etrumeus teres,37085001,14,
3395,ROT20180719,Gonostomatidae - undifferentiated,37106912,1,
3395,ROT20180719,Monacanthidae - undifferentiated,37465903,1,
3395,ROT20180719,Mugilidae - undifferentiated,37381000,1,
3395,ROT20180719,Mullidae - undifferentiated,37355000,1,
3395,ROT20180719,Myctophidae - undifferentiated,37122000,8,
3395,ROT20180719,Sardinops sagax,37085002,38,
3395,ROT20180719,Sphyraena spp.,37382901,1,
3395,ROT20180719,Trichiuridae - undifferentiated,37440000,1,
3396,ROT20180719,Arripidae - undifferentiated,37344000,1,
3396,ROT20180719,Callionymidae - undifferentiated,37427917,1,
3396,ROT20180719,Monacanthidae - undifferentiated,37465903,1,
3396,ROT20180719,Mullidae - undifferentiated,37355000,2,
3396,ROT20180719,Myctophidae - undifferentiated,37122000,3,
3396,ROT20180719,Platycephalidae - undifferentiated,37296900,1,
