StationCode,SampleDateLocal,SampleDepth_m,Nitrate_umolL,Silicate_umolL,Phosphate_umolL,Salinity_psu,Temperature_degC,SOI
PHB,1986-02-10,0,0.23,1.6,,35.573,23.329,-10.7
PHB,1986-02-10,10,0.11,1.6,,35.576,23.33,-10.7
PHB,1986-02-10,50,4.95,4.1,,35.517,17.741,-10.7
PHB,1986-02-10,75,7.77,4.4,,35.446,16.131,-10.7
PHB,1986-02-10,100,7.88,5,,35.405,15.639,-10.7
PHB,1986-02-25,0,0.01,1.1,,35.52,23.117,-10.7
PHB,1986-02-25,10,0.01,2.2,,35.532,23.137,-10.7
PHB,1986-02-25,50,3.57,2.6,,35.524,18.318,-10.7
PHB,1986-02-25,75,6.47,4.6,,35.5,17.017,-10.7
PHB,1986-03-13,0,0.13,1.2,,,22.299,0.8
PHB,1986-03-13,10,0.01,0.9,,35.641,22.217,0.8
PHB,1986-03-13,50,0.92,1.8,,35.598,,0.8
PHB,1986-03-24,0,0.13,1.4,,35.615,22.559,0.8
PHB,1986-03-24,10,0.13,1.6,,35.592,21.552,0.8
PHB,1986-03-24,50,8.32,,,35.441,15.927,0.8
PHB,1986-03-24,75,8.45,5.2,,35.444,15.775,0.8
PHB,1986-04-07,0,0.26,0.5,,35.596,20.779,1.2
PHB,1986-04-07,10,0.13,0.5,,35.603,20.613,1.2
PHB,1986-04-07,50,7.13,3.8,,35.505,16.941,1.2
PHB,1986-04-21,0,0.12,1.2,,35.604,20.386,1.2
PHB,1986-04-21,10,0.12,1.4,,35.608,20.361,1.2
PHB,1986-04-21,50,5.78,3.3,,35.539,16.817,1.2
PHB,1986-05-04,0,0.12,1.1,,35.658,20.477,-6.6
PHB,1986-05-04,10,0.01,1.5,,35.656,20.469,-6.6
PHB,1986-05-04,50,3.66,2.5,,35.616,18.452,-6.6
PHB,1986-05-19,0,0.01,,,35.64,20.92,-6.6
PHB,1986-05-19,10,0.01,,,35.639,20.897,-6.6
PHB,1986-05-19,50,4.3,,,35.562,17.661,-6.6
PHB,1986-05-19,75,4.18,,,35.544,16.952,-6.6
PHB,1986-05-19,100,2.74,,,35.616,,-6.6
PHB,1986-06-04,0,0.01,,,35.633,19.425,10.7
PHB,1986-06-04,10,0.01,,,35.632,19.453,10.7
PHB,1986-06-04,50,1.66,,,35.65,18.593,10.7
PHB,1986-06-16,0,0.69,,,35.699,18.029,10.7
PHB,1986-06-16,10,0.69,,,35.699,17.996,10.7
PHB,1986-06-16,50,1.11,,,35.687,17.701,10.7
PHB,1986-06-30,0,1.56,1.7,,35.719,16.899,10.7
PHB,1986-06-30,10,1.56,1.7,,35.72,16.912,10.7
PHB,1986-06-30,50,1.56,1.7,,,16.773,10.7
PHB,1986-08-21,0,1.49,2.1,,35.579,,-7.6
PHB,1986-08-21,10,1.49,1.9,,35.585,,-7.6
PHB,1986-08-21,50,3.22,2.5,,35.451,,-7.6
PHB,1986-08-21,75,4.39,2.8,,35.522,,-7.6
PHB,1986-08-21,100,8.69,3.3,,35.662,,-7.6
PHB,1986-09-03,0,0.4,0.9,,35.482,16.894,-5.2
PHB,1986-09-03,10,0.2,0.9,,35.517,16.791,-5.2
PHB,1986-09-03,50,3.6,2.2,,35.34,15.63,-5.2
PHB,1986-09-03,75,4.2,3.5,,35.457,15.153,-5.2
PHB,1986-09-03,100,5.6,4.3,,35.482,14.775,-5.2
PHB,1986-09-25,0,0.51,1.2,,,18.911,-5.2
PHB,1986-09-25,10,0.51,1.1,,,18.851,-5.2
PHB,1986-09-25,50,6.4,3.7,,,16.149,-5.2
PHB,1986-09-25,75,8.94,4.4,,,15.342,-5.2
PHB,1986-09-25,100,9.72,5.1,,,14.852,-5.2
PHB,1986-12-12,0,0.01,1.6,,35.545,21.305,-13.6
PHB,1986-12-12,10,0.18,1.6,,35.545,21.118,-13.6
PHB,1986-12-12,50,5.19,4.1,,35.537,16.727,-13.6
PHB,1986-12-12,75,5.99,4.9,,35.397,15.69,-13.6
PHB,1986-12-12,100,5.39,3.8,,35.452,15.452,-13.6
PHB,1987-02-03,0,0.25,0.6,,35.589,23.666,-12.6
PHB,1987-02-03,10,0.25,0.6,,35.582,23.5,-12.6
PHB,1987-02-03,50,9.14,4.8,,35.439,17.093,-12.6
PHB,1987-02-03,75,9.33,5.2,,35.428,16.265,-12.6
PHB,1987-02-03,100,9.33,6.1,,35.411,15.75,-12.6
PHB,1987-03-18,0,0.25,0.8,,35.457,,-16.6
PHB,1987-03-18,10,0.51,1.1,,35.589,20.242,-16.6
PHB,1987-03-18,50,5.11,3.4,,35.5,18.849,-16.6
PHB,1987-03-18,75,8.36,5.7,,35.42,,-16.6
PHB,1987-03-18,100,9.53,7.3,,35.354,16.014,-16.6
PHB,1987-04-03,0,0.29,1,,35.627,,
PHB,1987-04-03,10,0.29,1,,35.629,20.729,
PHB,1987-04-03,50,1.01,1.5,,35.611,18.987,
PHB,1987-04-03,75,3.67,3.9,,35.513,17.78,
PHB,1987-04-03,100,6.85,3.6,,35.502,17.218,
PHB,1987-04-28,0,0.29,1.1,,35.639,20.003,
PHB,1987-04-28,10,0.29,1,,,19.441,
PHB,1987-04-28,50,3.22,2.3,,35.626,18.107,
PHB,1987-04-28,75,7,4.1,,35.513,16.16,
PHB,1987-04-28,100,8.09,4.6,,35.41,15.277,
PHB,1987-05-13,0,0.29,1.8,,35.599,19.194,
PHB,1987-05-13,10,0.29,2.1,,35.597,19.194,
PHB,1987-05-13,50,4.87,3.9,,35.551,17.891,
PHB,1987-05-13,75,6.69,5.6,,35.48,15.928,
PHB,1987-05-13,100,8.09,6.4,,35.406,15.474,
PHB,1987-06-23,0,,,,35.587,18.338,-20.1
PHB,1987-06-23,10,,,,35.585,18.703,-20.1
PHB,1987-06-23,50,3.13,4.2,,35.573,17.523,-20.1
PHB,1987-06-23,75,2.47,2.5,,35.533,17.103,-20.1
PHB,1987-06-23,100,2.3,3.5,,35.471,16.269,-20.1
PHB,1987-07-08,0,0.74,1,,35.622,18.978,-18.6
PHB,1987-07-08,10,0.59,1,,35.619,18.776,-18.6
PHB,1987-07-08,50,1.35,1.2,,35.561,17.771,-18.6
PHB,1987-07-08,75,3.13,2,,35.555,17.408,-18.6
PHB,1987-07-08,100,4.15,2.5,,35.536,17.155,-18.6
PHB,1987-08-26,0,1.51,2.5,,35.519,16.46,-14
PHB,1987-08-26,10,1.35,1.9,,35.519,16.586,-14
PHB,1987-08-26,50,1.5,2.5,,35.524,16.619,-14
PHB,1987-08-26,75,1.66,2.5,,35.501,16.588,-14
PHB,1987-08-26,100,5.02,4.6,,35.449,15.867,-14
PHB,1987-11-06,0,0.29,1,,35.062,19.475,-1.4
PHB,1987-11-06,10,0.59,1,,35.346,,-1.4
PHB,1987-11-06,50,7.19,4.4,,35.426,16.683,-1.4
PHB,1987-11-06,75,7.99,4.1,,35.334,15.321,-1.4
PHB,1987-11-06,100,10.51,4.6,,35.291,14.436,-1.4
PHB,1987-11-24,0,0.64,2.1,,35.3,18.821,-1.4
PHB,1987-11-24,10,0.42,2.3,,35.3,18.512,-1.4
PHB,1987-11-24,50,8.93,,,35.3,15.197,-1.4
PHB,1987-11-24,75,8.77,,,35.28,14.53,-1.4
PHB,1987-11-24,100,9.24,6.4,,35.228,15.742,-1.4
PHB,1987-12-16,0,0.64,1.4,,35.435,21.171,-4.5
PHB,1987-12-16,10,0.42,1.8,,,21.127,-4.5
PHB,1987-12-16,50,7,4.8,,35.397,16.61,-4.5
PHB,1987-12-16,75,8.77,5.7,,35.302,14.979,-4.5
PHB,1987-12-16,100,9.4,6.6,,35.237,14.438,-4.5
PHB,1988-01-21,0,0.25,2.1,,35.227,21.55,-1.1
PHB,1988-01-21,10,0.25,2.1,,35.226,19.537,-1.1
PHB,1988-01-21,50,,,,35.362,14.862,-1.1
PHB,1988-01-21,75,9.32,6,,35.337,14.498,-1.1
PHB,1988-01-21,100,11.04,6.8,,,14.236,-1.1
PHB,1988-07-19,0,1.84,2,,35.423,,11.3
PHB,1988-07-19,10,1.59,3,,35.416,18.23,11.3
PHB,1988-07-19,50,3.92,2.3,,35.533,18.174,11.3
PHB,1988-07-19,75,,4.1,,35.533,17.221,11.3
PHB,1988-07-19,100,,,,,16.461,11.3
PHB,1988-09-26,0,1.47,0.8,,35.309,17.652,20.1
PHB,1988-09-26,10,0.74,0.6,,35.305,17.625,20.1
PHB,1988-09-26,50,8.71,4.6,,35.353,,20.1
PHB,1988-09-26,75,,,,,14.91,
PHB,1988-09-26,100,10.3,5.8,,35.332,14.41,
PHB,1988-11-24,0,0.37,0.5,,35.503,19.516,
PHB,1988-11-24,10,0.25,0.5,,35.524,,
PHB,1988-11-24,50,7.11,4.1,,35.417,15.28,
PHB,1988-11-24,75,,,,,14.04,
PHB,1988-11-24,100,6.87,5,,35.346,13.903,
PHB,1989-03-09,0,0.01,0.9,,35.27,,6.7
PHB,1989-03-09,10,0.01,0.9,,35.484,,6.7
PHB,1989-03-09,50,9.64,,,35.347,,6.7
PHB,1989-03-09,75,9.8,,,35.277,,6.7
PHB,1989-03-09,100,10.47,6.4,,35.184,,6.7
PHB,1989-05-09,0,0.17,2.3,,35.4,22.043,14.7
PHB,1989-05-09,10,0.17,2.6,,35.396,21.98,14.7
PHB,1989-05-09,20,0.17,1.6,,35.397,21.96,14.7
PHB,1989-05-09,40,1.5,2.3,,,20.168,14.7
PHB,1989-05-09,100,5.82,4.6,,35.41,17.496,14.7
PHB,1989-06-13,0,0.51,1.4,,35.39,18.695,7.4
PHB,1989-06-13,10,0.51,1.4,,35.409,,7.4
PHB,1989-06-13,50,0.69,1.6,,35.442,18.618,7.4
PHB,1989-06-13,75,0.51,1.6,,35.439,18.496,7.4
PHB,1989-06-13,100,10.81,,,35.386,18.058,7.4
PHB,1989-08-14,0,2.57,2.7,,35.432,15.566,-6.3
PHB,1989-08-14,10,2.4,2.7,,35.463,15.556,-6.3
PHB,1989-08-14,50,2.4,2.7,,35.436,15.579,-6.3
PHB,1989-08-14,75,2.4,2.7,,35.438,15.505,-6.3
PHB,1989-08-14,100,2.23,2.4,,35.441,,-6.3
PHB,1989-09-19,0,0.86,2,,35.443,16.118,5.7
PHB,1989-09-19,10,1.72,2,,35.451,16.05,5.7
PHB,1989-09-19,50,1.72,2,,35.464,15.638,5.7
PHB,1989-09-19,75,1.72,2.5,,35.457,15.412,5.7
PHB,1989-09-19,100,2.92,3.1,,35.432,14.94,5.7
PHB,1989-10-17,0,,1.4,,35.502,19.497,7.3
PHB,1989-10-17,10,,1.3,,35.5,19.521,7.3
PHB,1989-10-17,50,,2.9,,35.511,17.401,7.3
PHB,1989-10-17,75,,3.3,,35.446,16.196,7.3
PHB,1989-10-17,100,,4.4,,35.328,14.801,7.3
PHB,1989-11-20,0,0.01,0.8,,35.525,,-2
PHB,1989-11-20,10,0.01,0.6,,35.53,19.865,-2
PHB,1989-11-20,50,2.4,1.6,,35.536,17.748,-2
PHB,1989-11-20,75,4.65,3.2,,35.517,17.237,-2
PHB,1989-11-20,100,5.4,,,35.47,16.419,-2
PHB,1989-12-19,0,0.6,1.4,,35.544,20.229,-5
PHB,1989-12-19,10,0.45,1.2,,35.564,20.082,-5
PHB,1989-12-19,50,2.85,2.8,,35.549,18.244,-5
PHB,1989-12-19,75,3.75,3,,35.519,17.835,-5
PHB,1989-12-19,100,6.46,3.6,,35.389,,-5
PHB,1990-01-22,0,0.86,1.02,,35.548,21.103,-1.1
PHB,1990-01-22,10,0.64,0.93,,35.549,20.308,-1.1
PHB,1990-01-22,50,1.71,1.21,,35.512,17.854,-1.1
PHB,1990-01-22,75,9.86,3.89,,35.411,15.492,-1.1
PHB,1990-01-22,100,11.89,6.28,,35.344,14.711,-1.1
PHB,1990-03-08,0,0.75,1.02,,35.052,,-8.5
PHB,1990-03-08,10,0.86,1.02,,,,-8.5
PHB,1990-03-08,50,2.79,1.21,,35.479,,-8.5
PHB,1990-03-08,75,10.39,3.99,,35.431,,-8.5
PHB,1990-03-08,100,11.78,5.07,,35.353,15.397,-8.5
PHB,1990-04-02,0,0.54,1.02,,35.024,21.865,-0.5
PHB,1990-04-02,10,0.43,0.93,,,21.817,-0.5
PHB,1990-04-02,50,9.64,3.4,,35.456,17.012,-0.5
PHB,1990-04-02,75,11.46,5.27,,35.345,,-0.5
PHB,1990-04-02,100,11.89,5.47,,35.345,15.149,-0.5
PHB,1990-04-14,0,0.54,1.21,,35.097,,-0.5
PHB,1990-04-14,10,0.64,1.11,,,,-0.5
PHB,1990-04-14,50,5.57,2.25,,35.395,,-0.5
PHB,1990-04-14,75,9.75,3.02,,35.542,19.113,-0.5
PHB,1990-04-14,100,8.14,2.82,,35.537,17.591,-0.5
PHB,1990-05-22,0,1.29,1.68,,35.225,19.746,13.1
PHB,1990-05-22,10,1.29,1.68,,35.231,19.764,13.1
PHB,1990-05-22,50,1.61,1.49,,35.357,19.791,13.1
PHB,1990-05-22,75,1.5,1.49,,35.358,,13.1
PHB,1990-05-22,100,2.04,1.87,,35.39,,13.1
PHB,1990-07-08,0,,2.16,,35.454,17.479,5.5
PHB,1990-07-08,10,,2.34,,35.452,17.426,5.5
PHB,1990-07-08,50,4.52,2.43,,35.459,17.349,5.5
PHB,1990-07-08,75,5.22,2.61,,35.448,,5.5
PHB,1990-07-08,100,3.82,2.78,,35.475,15.952,5.5
PHB,1990-07-26,0,1.79,1.21,,35.334,18.844,5.5
PHB,1990-07-26,10,1.63,1.21,,35.34,18.833,5.5
PHB,1990-07-26,50,5.71,2.22,,35.417,16.619,5.5
PHB,1990-07-26,75,8.64,3.25,,35.441,,5.5
PHB,1990-07-26,100,10.6,4.9,,35.377,15.595,5.5
PHB,1990-09-09,0,2.61,1.81,,,16.708,-7.6
PHB,1990-09-09,10,2.77,1.81,,,16.709,-7.6
PHB,1990-09-09,50,3.1,1.81,,35.482,16.647,-7.6
PHB,1990-09-09,75,7.01,2.84,,35.427,,-7.6
PHB,1990-09-09,100,,,,35.371,14.654,-7.6
PHB,1990-10-08,0,0.65,1,,35.224,16.97,1.8
PHB,1990-10-08,10,0.65,1,,35.232,16.865,1.8
PHB,1990-10-08,50,,4.49,,35.349,15.024,1.8
PHB,1990-10-08,75,,4.49,,35.28,,1.8
PHB,1990-10-08,100,13.86,6.37,,35.243,13.595,1.8
PHB,1990-11-13,0,,1.21,,35.374,16.98,-5.3
PHB,1990-11-13,10,2.12,1.41,,35.37,15.923,-5.3
PHB,1990-11-13,50,3.59,1.61,,35.356,15.716,-5.3
PHB,1990-11-13,75,8.15,3.25,,35.343,,-5.3
PHB,1990-11-13,100,9.78,4.49,,35.327,14.883,-5.3
PHB,1990-12-13,0,1.31,0.95,,35.473,21.24,-2.4
PHB,1990-12-13,10,0.82,0.95,,35.453,20.883,-2.4
PHB,1990-12-13,50,9.63,3.46,,35.467,17.328,-2.4
PHB,1990-12-13,75,10.77,4.83,,35.389,,-2.4
PHB,1990-12-13,100,12.4,6.01,,35.372,15.122,-2.4
PHB,1990-12-30,0,0.65,1.33,,35.487,22.557,-2.4
PHB,1990-12-30,10,0.65,1.14,,35.487,22.439,-2.4
PHB,1990-12-30,50,8.65,3.46,,35.411,16.449,-2.4
PHB,1990-12-30,75,11.42,4.83,,35.376,,-2.4
PHB,1990-12-30,100,11.91,4.83,,35.356,14.806,-2.4
PHB,1991-01-30,0,0.72,1.4,,35.314,23.331,5.1
PHB,1991-01-30,10,0.54,1.4,,35.324,22.949,5.1
PHB,1991-01-30,50,,5.09,,35.342,15.947,5.1
PHB,1991-01-30,75,,5.85,,35.269,,5.1
PHB,1991-01-30,100,13.23,6.04,,35.266,14.794,5.1
PHB,1991-03-06,0,,,,35.485,22.548,-10.6
PHB,1991-03-06,10,,,,35.491,22.39,-10.6
PHB,1991-03-06,50,,,,35.49,18.424,-10.6
PHB,1991-03-06,75,,,,35.43,,-10.6
PHB,1991-03-06,100,,,,35.362,15.728,-10.6
PHB,1991-05-04,0,0.1,1,,35.551,20.297,-19.3
PHB,1991-05-04,10,0.01,1,,35.549,18.901,-19.3
PHB,1991-05-04,50,0.01,0.8,,35.553,18.876,-19.3
PHB,1991-05-04,75,0.2,1.2,,35.544,,-19.3
PHB,1991-05-04,100,0.4,2.3,,35.549,,-19.3
PHB,1991-05-27,0,0.2,0.8,,35.472,20.325,-19.3
PHB,1991-05-27,10,0.1,0.8,,35.49,20.352,-19.3
PHB,1991-05-27,50,3,3,,35.474,17.904,-19.3
PHB,1991-05-27,75,5.2,3.4,,35.435,,-19.3
PHB,1991-05-27,100,5.7,,,35.413,16.684,-19.3
PHB,1991-07-31,0,1.7,1.9,,35.46,16.791,-1.7
PHB,1991-07-31,10,1.8,1.9,,35.464,16.813,-1.7
PHB,1991-07-31,50,1.8,1.9,,35.466,16.817,-1.7
PHB,1991-07-31,75,3.7,2.7,,35.423,16.069,-1.7
PHB,1991-07-31,100,7.1,4.1,,35.33,14.739,-1.7
PHB,1991-08-26,0,0.7,1.4,,35.549,17.083,-7.6
PHB,1991-08-26,10,0.5,1.6,,35.552,17.066,-7.6
PHB,1991-08-26,50,1.8,2.2,,35.476,15.775,-7.6
PHB,1991-08-26,75,4.2,3,,35.393,15.267,-7.6
PHB,1991-08-26,100,8,5.3,,35.289,14.291,-7.6
PHB,1991-09-24,0,0.2,2,,35.495,16.292,-16.6
PHB,1991-09-24,10,0.4,2,,35.496,16.266,-16.6
PHB,1991-09-24,50,7.2,4.2,,35.314,14.344,-16.6
PHB,1991-09-24,75,7.9,4.5,,35.295,13.478,-16.6
PHB,1991-09-24,100,7.3,4.8,,35.292,13.48,-16.6
PHB,1991-10-17,0,0.01,0.8,,35.411,16.485,-12.9
PHB,1991-10-17,10,0.4,1,,35.404,16.128,-12.9
PHB,1991-10-17,50,7.7,4.7,,35.357,,-12.9
PHB,1991-10-17,75,7.3,4.8,,35.355,13.994,-12.9
PHB,1991-10-17,100,7.7,4.8,,35.35,13.949,-12.9
PHB,1991-11-28,0,0.01,1.3,,35.51,18.062,-7.3
PHB,1991-11-28,10,0.1,1.5,,35.509,17.954,-7.3
PHB,1991-11-28,50,1.6,3.1,,35.417,16.573,-7.3
PHB,1991-11-28,75,7.2,4.5,,35.329,15.091,-7.3
PHB,1991-11-28,100,9,5.8,,35.32,14.722,-7.3
PHB,1991-12-18,0,0.1,0.6,,35.455,19.509,-16.7
PHB,1991-12-18,10,0.01,0.6,,35.458,19.514,-16.7
PHB,1991-12-18,50,1.5,1.5,,35.533,17.701,-16.7
PHB,1991-12-18,75,6.6,3.7,,35.389,15.244,-16.7
PHB,1991-12-18,100,7.6,4.8,,35.365,14.919,-16.7
PHB,1992-01-15,0,0.2,1.2,,35.361,21.415,
PHB,1992-01-15,10,0.01,1.2,,35.384,21.355,
PHB,1992-01-15,50,5.9,3.1,,35.447,16.829,
PHB,1992-01-15,75,9.2,4.7,,35.35,14.939,
PHB,1992-01-15,100,11.1,6,,35.252,13.841,
PHB,1992-03-03,0,0.01,1.4,,35.169,22.278,
PHB,1992-03-03,10,0.01,1.4,,35.2,,
PHB,1992-03-03,50,5.7,4,,35.415,16.658,
PHB,1992-03-03,75,9.8,5.7,,35.305,14.716,
PHB,1992-03-03,100,11.6,5.1,,35.258,14.08,
PHB,1992-04-09,0,,,,35.32,21.147,-18.7
PHB,1992-04-09,10,0.5,1.4,,35.321,,-18.7
PHB,1992-04-09,50,0.4,1.5,,35.368,18.082,-18.7
PHB,1992-04-09,75,8.4,3.7,,35.408,16.379,-18.7
PHB,1992-04-09,100,9.1,4.6,,35.369,15.554,-18.7
PHB,1992-05-13,0,0.3,1.4,,35.367,22.636,0.5
PHB,1992-05-13,10,0.5,1.4,,35.357,22.63,0.5
PHB,1992-05-13,50,2.3,2,,35.548,,0.5
PHB,1992-05-13,75,,,,35.5,17.925,0.5
PHB,1992-05-13,100,6.2,3.9,,35.453,16.869,0.5
PHB,1992-06-04,0,1.4,1.9,,35.437,19.569,-12.8
PHB,1992-06-04,10,1.5,2,,35.429,19.344,-12.8
PHB,1992-06-04,50,1.6,2.1,,35.421,19.077,-12.8
PHB,1992-06-04,75,3.1,2.5,,35.426,,-12.8
PHB,1992-06-04,100,7.4,4,,35.436,16.981,-12.8
PHB,1992-06-18,0,0.3,1.2,,35.466,20.705,-12.8
PHB,1992-06-18,10,0.3,1.2,,35.464,,-12.8
PHB,1992-06-18,50,3.3,2.7,,35.452,,-12.8
PHB,1992-06-18,75,5.7,3.2,,35.446,17.598,-12.8
PHB,1992-06-18,100,8.2,4,,35.434,16.807,-12.8
PHB,1992-08-21,0,1.5,1.9,,35.519,16.686,1.4
PHB,1992-08-21,10,1.7,1.9,,35.514,16.695,1.4
PHB,1992-08-21,50,1.4,1.7,,35.517,16.724,1.4
PHB,1992-08-21,75,2.6,2.1,,35.498,16.623,1.4
PHB,1992-08-21,100,9.9,4.1,,35.352,15.326,1.4
PHB,1992-09-22,0,0.4,1.5,,35.566,16.746,0.8
PHB,1992-09-22,10,0.8,1.6,,35.562,16.716,0.8
PHB,1992-09-22,50,1.8,1.9,,35.53,16.389,0.8
PHB,1992-09-22,75,6.3,3.6,,35.401,15.224,0.8
PHB,1992-09-22,100,11.3,5.3,,35.215,13.643,0.8
PHB,1992-11-22,0,0.01,0.9,,35.55,19.748,-7.3
PHB,1992-11-22,10,0.2,1,,35.535,19.475,-7.3
PHB,1992-11-22,50,,,,,,-7.3
PHB,1992-11-22,75,12.1,,,35.21,14.216,-7.3
PHB,1992-11-22,100,11.8,6.7,,35.207,14.086,-7.3
PHB,1993-01-11,0,0.01,0.8,,35.356,21.62,-8.2
PHB,1993-01-11,10,0.01,1.1,,35.344,21.538,-8.2
PHB,1993-01-11,50,4.2,4,,35.381,14.871,-8.2
PHB,1993-01-11,75,6,6,,35.347,14.372,-8.2
PHB,1993-01-11,100,3.8,,,35.32,14.068,-8.2
PHB,1993-03-04,0,0.01,1.2,,35.555,20.014,-8.5
PHB,1993-03-04,10,0.01,1.3,,35.521,19.9,-8.5
PHB,1993-03-04,50,0.01,2.3,,35.39,18.012,-8.5
PHB,1993-03-04,75,0.01,2.4,,35.384,17.39,-8.5
PHB,1993-03-04,100,,,,,16.324,-8.5
PHB,1993-03-23,0,0.1,1,,35.705,22.356,-8.5
PHB,1993-03-23,10,0.1,0.9,,35.703,22.296,-8.5
PHB,1993-03-23,50,5.5,4.3,,35.431,15.768,-8.5
PHB,1993-03-23,75,7.6,4.7,,35.371,,-8.5
PHB,1993-03-23,100,5.4,4.7,,35.331,14.828,-8.5
PHB,1993-04-24,0,0.5,1.4,,35.664,20.402,
PHB,1993-04-24,10,0.2,1.3,,35.665,20.384,
PHB,1993-04-24,50,0.01,1.4,,35.597,19.457,
PHB,1993-04-24,75,3,2.5,,35.506,17.628,
PHB,1993-04-24,100,4.8,5.1,,35.422,16.385,
PHB,1993-05-11,0,0.1,1.9,,,19.833,-8.2
PHB,1993-05-11,10,0.01,1.8,,35.674,19.818,-8.2
PHB,1993-05-11,50,4.7,3.1,,35.506,17.882,-8.2
PHB,1993-05-11,75,5.7,3.7,,35.429,16.364,-8.2
PHB,1993-05-11,100,6.8,5.2,,35.387,15.763,-8.2
PHB,1993-05-27,0,0.1,1,,35.705,19.422,-8.2
PHB,1993-05-27,10,0.01,1,,35.708,19.354,-8.2
PHB,1993-05-27,50,0.3,1.6,,35.679,18.92,-8.2
PHB,1993-05-27,75,4.5,3.4,,35.541,17.573,-8.2
PHB,1993-05-27,100,4.4,7.6,,35.492,17.246,-8.2
PHB,1993-07-01,0,0.2,1.7,,35.685,16.975,-10.8
PHB,1993-07-01,10,0.2,1.7,,35.685,16.944,-10.8
PHB,1993-07-01,50,0.5,1.7,,35.684,16.96,-10.8
PHB,1993-07-01,75,0.7,1.8,,35.707,16.735,-10.8
PHB,1993-07-01,100,6.1,4.1,,35.345,,-10.8
PHB,1993-08-07,0,2.2,1.8,,35.61,16.155,-14
PHB,1993-08-07,10,2.3,1.8,,35.611,16.179,-14
PHB,1993-08-07,50,2.3,1.8,,35.612,16.157,-14
PHB,1993-08-07,75,2.3,2,,35.6,15.891,-14
PHB,1993-08-07,100,2.4,2,,35.601,15.893,-14
PHB,1993-08-12,0,1.8,1.9,,35.599,16.118,-14
PHB,1993-08-12,10,1.9,1.9,,35.599,16.113,-14
PHB,1993-08-12,50,2.9,2.1,,35.592,15.913,-14
PHB,1993-08-12,75,3,2.3,,35.587,15.807,-14
PHB,1993-08-12,100,6.2,3.6,,35.456,14.877,-14
PHB,1993-09-23,0,0.8,1.7,,35.577,16.687,-7.6
PHB,1993-09-23,10,1.4,1.7,,35.572,16.63,-7.6
PHB,1993-09-23,50,5.4,3.1,,35.47,15.83,-7.6
PHB,1993-09-23,75,5.4,3.1,,35.477,15.454,-7.6
PHB,1993-09-23,100,7.5,3.7,,35.443,15.093,-7.6
PHB,1993-11-24,0,0.1,0.6,,35.578,19.358,0.6
PHB,1993-11-24,10,0.1,0.6,,35.575,19.325,0.6
PHB,1993-11-24,50,4,2.2,,35.557,17.127,0.6
PHB,1993-11-24,75,7.8,3.8,,35.45,15.485,0.6
PHB,1993-11-24,100,8.1,,,35.437,15.305,0.6
PHB,1993-12-23,0,0.1,0.7,,35.539,20.313,1.6
PHB,1993-12-23,10,0.3,0.8,,35.527,19.67,1.6
PHB,1993-12-23,50,6.5,1.7,,35.472,17.022,1.6
PHB,1993-12-23,75,8,3.3,,35.42,15.961,1.6
PHB,1993-12-23,100,8.7,4.6,,35.363,15.068,1.6
PHB,1994-01-06,0,0.01,1,,35.663,23.75,-1.6
PHB,1994-01-06,10,0.1,0.8,,35.674,23.437,-1.6
PHB,1994-01-06,50,0.01,0.6,,35.626,20.48,-1.6
PHB,1994-01-06,75,9.1,4.6,,35.435,,-1.6
PHB,1994-01-06,100,9.8,5.1,,35.39,15.297,-1.6
PHB,1994-02-10,0,0.9,1,,35.559,19.53,0.6
PHB,1994-02-10,10,,2.6,,35.524,18.019,0.6
PHB,1994-02-10,50,10.2,4.7,,35.296,14.513,0.6
PHB,1994-02-10,75,11.3,5.5,,35.228,13.539,0.6
PHB,1994-02-10,100,11.8,5.9,,35.224,13.52,0.6
PHB,1994-03-17,0,0.2,1.1,,35.639,22.367,-10.6
PHB,1994-03-17,10,0.2,1.1,,35.637,22.343,-10.6
PHB,1994-03-17,50,0.8,1.2,,35.622,,-10.6
PHB,1994-03-17,75,4.7,2.7,,35.531,19.174,-10.6
PHB,1994-03-17,100,6.1,7.2,,35.515,,-10.6
PHB,1994-03-23,0,0.2,0.8,,35.656,21.859,-10.6
PHB,1994-03-23,10,0.3,0.7,,35.659,21.824,-10.6
PHB,1994-03-23,50,2.9,2.4,,35.577,20.352,-10.6
PHB,1994-03-23,75,7.9,3.9,,35.476,17.324,-10.6
PHB,1994-03-23,100,10.2,,,35.361,15.518,-10.6
PHB,1994-05-12,0,0.2,1.7,,35.582,19.703,-13
PHB,1994-05-12,10,0.3,1.7,,35.599,19.468,-13
PHB,1994-05-12,50,0.6,1.7,,35.6,19.108,-13
PHB,1994-05-12,75,3.1,2.6,,35.541,18.438,-13
PHB,1994-05-12,100,4.8,3.1,,35.482,17.579,-13
PHB,1994-05-22,0,1,1.5,,35.661,18.497,-13
PHB,1994-05-22,10,1.1,1.5,,35.661,18.508,-13
PHB,1994-05-22,50,1.1,2,,35.656,18.487,-13
PHB,1994-05-22,75,2.4,2,,35.61,18.22,-13
PHB,1994-05-22,100,3,2.7,,35.568,17.885,-13
PHB,1994-06-28,0,,2.3,,35.662,17.348,-10.4
PHB,1994-06-28,10,,2.6,,35.661,17.331,-10.4
PHB,1994-06-28,50,6.1,3.4,,35.527,16.653,-10.4
PHB,1994-06-28,75,3.8,2.7,,35.605,16.538,-10.4
